Usina elétrica;Dispositivo;Categoria;Evento;Subevento/Categorização;Data de início;Data Final;Duração;Descrição de categorização
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:03:30.220;2025/01/24 08:03:38.270;00:00:08;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:04:08.457;2025/01/24 08:04:28.595;00:00:20;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:06:11.206;2025/01/24 08:06:19.275;00:00:08;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:07:07.570;2025/01/24 08:07:34.719;00:00:27;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:08:15.954;2025/01/24 08:08:37.078;00:00:21;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:09:13.267;2025/01/24 08:09:15.281;00:00:02;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:09:47.501;2025/01/24 08:10:15.658;00:00:28;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:11:02.915;2025/01/24 08:11:21.029;00:00:18;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:12:52.603;2025/01/24 08:13:49.961;00:00:57;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:14:20.104;2025/01/24 08:14:31.147;00:00:11;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:15:02.380;2025/01/24 08:15:12.428;00:00:10;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:20:32.518;2025/01/24 08:21:15.845;00:00:43;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:26:24.712;2025/01/24 08:26:27.746;00:00:03;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:27:55.252;2025/01/24 08:28:00.280;00:00:05;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:30:09.089;2025/01/24 08:30:11.105;00:00:02;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:31:22.526;2025/01/24 08:31:27.554;00:00:05;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 08:53:09.278;2025/01/24 08:53:11.292;00:00:02;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 09:03:48.542;2025/01/24 09:03:53.570;00:00:05;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 09:19:05.827;2025/01/24 09:19:09.846;00:00:04;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 09:20:02.148;2025/01/24 09:20:07.189;00:00:05;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 09:28:17.031;2025/01/24 09:28:26.077;00:00:09;
Vila_Guanabara_1;VGU1-06;Estado;Aerogenerador PRONTO;;2025/01/24 11:09:15.520;2025/01/24 11:12:27.722;00:03:12;
Vila_Guanabara_1;VGU1-06;Estado;Aerogenerador en Marcha;;2025/01/24 11:12:27.722;2025/01/24 11:31:38.753;00:19:11;
Vila_Guanabara_1;VGU1-06;Estado;Aerogenerador PRONTO;;2025/01/24 11:31:38.753;2025/01/24 11:32:41.173;00:01:02;
Vila_Guanabara_1;VGU1-06;Estado;Aerogenerador en Marcha;;2025/01/24 11:32:41.173;2025/01/24 13:20:34.726;01:47:53;
Vila_Guanabara_1;VGU1-06;Estado;Aerogenerador PRONTO;;2025/01/24 13:20:34.726;2025/01/24 13:25:09.364;00:04:34;
Vila_Guanabara_1;VGU1-06;Estado;Aerogenerador en Marcha;;2025/01/24 13:25:09.364;2025/01/25 10:36:38.774;21:11:29;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 20:46:06.039;2025/01/24 20:46:12.054;00:00:06;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 22:08:29.463;2025/01/24 22:08:37.496;00:00:08;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 22:12:32.040;2025/01/24 22:12:36.042;00:00:04;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/24 22:34:46.954;2025/01/24 22:34:52.001;00:00:05;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 01:54:32.412;2025/01/25 01:54:34.429;00:00:02;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 01:55:48.945;2025/01/25 01:55:55.990;00:00:07;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 01:59:54.352;2025/01/25 02:00:08.457;00:00:14;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:01:52.005;2025/01/25 02:02:11.142;00:00:19;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:03:22.624;2025/01/25 02:03:34.703;00:00:12;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:05:59.592;2025/01/25 02:06:05.621;00:00:06;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:06:59.963;2025/01/25 02:07:23.137;00:00:23;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:07:54.340;2025/01/25 02:07:56.342;00:00:02;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:10:07.078;2025/01/25 02:10:12.121;00:00:05;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:11:41.642;2025/01/25 02:12:16.844;00:00:35;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:14:42.701;2025/01/25 02:14:54.748;00:00:12;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:16:13.147;2025/01/25 02:16:14.158;00:00:01;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:20:19.689;2025/01/25 02:20:45.841;00:00:26;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:22:26.426;2025/01/25 02:22:29.442;00:00:03;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:28:10.471;2025/01/25 02:28:25.577;00:00:15;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:32:47.121;2025/01/25 02:32:54.156;00:00:07;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:33:51.515;2025/01/25 02:34:07.624;00:00:16;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:34:56.903;2025/01/25 02:35:13.986;00:00:17;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:36:16.386;2025/01/25 02:36:31.467;00:00:15;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:37:00.619;2025/01/25 02:37:09.654;00:00:09;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:39:49.577;2025/01/25 02:40:04.639;00:00:15;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:40:51.965;2025/01/25 02:41:13.091;00:00:21;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:42:27.572;2025/01/25 02:42:30.590;00:00:03;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:43:23.872;2025/01/25 02:43:25.886;00:00:02;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:43:58.026;2025/01/25 02:44:29.244;00:00:31;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:45:27.543;2025/01/25 02:45:37.607;00:00:10;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:46:16.790;2025/01/25 02:47:03.058;00:00:46;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:48:46.778;2025/01/25 02:49:31.075;00:00:44;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:50:19.354;2025/01/25 02:50:31.434;00:00:12;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:51:11.669;2025/01/25 02:52:23.175;00:01:11;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:52:54.348;2025/01/25 02:53:58.727;00:01:04;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:55:09.159;2025/01/25 02:55:28.255;00:00:19;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:56:34.626;2025/01/25 02:56:47.675;00:00:13;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:57:17.877;2025/01/25 02:58:06.126;00:00:48;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 02:58:42.331;2025/01/25 02:59:41.703;00:00:59;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:00:11.875;2025/01/25 03:00:16.939;00:00:05;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:01:04.204;2025/01/25 03:01:13.248;00:00:09;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:02:07.570;2025/01/25 03:02:18.603;00:00:11;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:02:58.852;2025/01/25 03:03:08.914;00:00:10;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:03:49.196;2025/01/25 03:05:12.743;00:01:23;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:05:43.931;2025/01/25 03:06:09.070;00:00:25;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:06:39.261;2025/01/25 03:06:48.337;00:00:09;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:09:11.290;2025/01/25 03:09:25.385;00:00:14;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:09:56.563;2025/01/25 03:10:26.713;00:00:30;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:10:56.871;2025/01/25 03:10:58.885;00:00:02;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:11:29.088;2025/01/25 03:11:49.203;00:00:20;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:12:24.368;2025/01/25 03:13:31.800;00:01:07;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:14:10.033;2025/01/25 03:14:27.143;00:00:17;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:15:33.545;2025/01/25 03:15:46.623;00:00:13;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:16:41.973;2025/01/25 03:18:15.577;00:01:33;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:18:46.750;2025/01/25 03:20:24.327;00:01:37;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:21:04.620;2025/01/25 03:21:17.685;00:00:13;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:21:47.826;2025/01/25 03:22:22.051;00:00:34;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:22:52.224;2025/01/25 03:27:48.870;00:04:56;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:28:19.077;2025/01/25 03:28:39.171;00:00:20;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:30:21.824;2025/01/25 03:30:24.841;00:00:03;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:31:21.137;2025/01/25 03:31:27.167;00:00:06;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:32:18.457;2025/01/25 03:34:21.284;00:02:02;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:34:52.443;2025/01/25 03:35:11.534;00:00:19;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:36:21.006;2025/01/25 03:36:39.129;00:00:18;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:37:09.315;2025/01/25 03:38:05.707;00:00:56;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:38:36.875;2025/01/25 03:39:52.313;00:01:15;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:40:22.485;2025/01/25 03:40:42.624;00:00:20;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:41:38.019;2025/01/25 03:43:05.550;00:01:27;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:43:34.679;2025/01/25 03:44:15.003;00:00:40;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:44:49.240;2025/01/25 03:45:03.362;00:00:14;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:45:40.581;2025/01/25 03:47:44.257;00:02:03;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:48:41.537;2025/01/25 03:50:10.005;00:01:28;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:50:45.194;2025/01/25 03:51:07.349;00:00:22;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:51:37.551;2025/01/25 03:52:18.791;00:00:41;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:52:48.947;2025/01/25 03:53:11.085;00:00:22;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:54:10.367;2025/01/25 03:54:41.568;00:00:31;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:55:27.882;2025/01/25 03:56:41.319;00:01:13;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:57:13.504;2025/01/25 03:57:30.644;00:00:17;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:58:25.021;2025/01/25 03:58:42.109;00:00:17;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:59:19.365;2025/01/25 03:59:28.427;00:00:09;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 03:59:59.614;2025/01/25 04:00:09.678;00:00:10;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:00:40.857;2025/01/25 04:01:45.242;00:01:04;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:02:16.475;2025/01/25 04:02:18.478;00:00:02;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:02:48.666;2025/01/25 04:04:40.371;00:01:51;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:05:11.558;2025/01/25 04:05:34.710;00:00:23;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:06:21.947;2025/01/25 04:06:38.094;00:00:16;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:07:24.400;2025/01/25 04:07:42.505;00:00:18;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:10:19.406;2025/01/25 04:10:37.536;00:00:18;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:11:06.725;2025/01/25 04:11:12.770;00:00:06;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:13:57.803;2025/01/25 04:14:35.000;00:00:37;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:15:36.404;2025/01/25 04:17:17.032;00:01:40;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:17:48.202;2025/01/25 04:19:07.717;00:01:19;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:19:46.938;2025/01/25 04:20:00.016;00:00:13;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:20:30.173;2025/01/25 04:20:44.248;00:00:14;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:21:31.532;2025/01/25 04:22:11.780;00:00:40;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:23:33.307;2025/01/25 04:25:25.045;00:01:51;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:26:08.325;2025/01/25 04:26:14.370;00:00:06;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:27:23.841;2025/01/25 04:27:58.043;00:00:34;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:28:28.218;2025/01/25 04:29:19.528;00:00:51;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:30:11.827;2025/01/25 04:30:35.980;00:00:24;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:31:05.169;2025/01/25 04:31:19.277;00:00:14;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:32:18.705;2025/01/25 04:32:41.819;00:00:23;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:33:12.004;2025/01/25 04:35:39.894;00:02:27;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:36:10.082;2025/01/25 04:37:27.551;00:01:17;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:37:58.767;2025/01/25 04:41:10.861;00:03:12;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:41:41.049;2025/01/25 04:42:58.507;00:01:17;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:43:27.692;2025/01/25 04:46:43.957;00:03:16;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:47:14.130;2025/01/25 04:47:49.457;00:00:35;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:48:22.632;2025/01/25 04:48:50.808;00:00:28;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:49:21.006;2025/01/25 04:52:11.019;00:02:50;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:53:33.581;2025/01/25 04:55:13.231;00:01:39;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:55:48.467;2025/01/25 04:56:33.704;00:00:45;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:57:03.874;2025/01/25 04:57:05.889;00:00:02;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:57:37.099;2025/01/25 04:57:58.232;00:00:21;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:58:47.469;2025/01/25 04:58:55.513;00:00:08;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 04:59:51.831;2025/01/25 05:01:54.637;00:02:02;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:02:24.847;2025/01/25 05:03:03.112;00:00:38;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:03:33.270;2025/01/25 05:03:58.440;00:00:25;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:04:28.642;2025/01/25 05:04:30.644;00:00:02;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:05:17.896;2025/01/25 05:06:36.374;00:01:18;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:07:07.537;2025/01/25 05:08:35.099;00:01:27;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:09:08.299;2025/01/25 05:09:44.500;00:00:36;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:10:25.701;2025/01/25 05:10:29.721;00:00:04;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:11:50.206;2025/01/25 05:12:16.358;00:00:26;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:13:24.812;2025/01/25 05:14:07.045;00:00:42;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:14:37.185;2025/01/25 05:14:51.261;00:00:14;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:15:21.468;2025/01/25 05:16:57.060;00:01:35;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:18:03.463;2025/01/25 05:19:17.949;00:01:14;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:19:55.197;2025/01/25 05:20:19.336;00:00:24;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:20:56.542;2025/01/25 05:21:28.735;00:00:32;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:21:59.916;2025/01/25 05:22:00.917;00:00:01;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:22:58.310;2025/01/25 05:22:59.311;00:00:01;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:23:29.495;2025/01/25 05:23:43.602;00:00:14;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:24:24.821;2025/01/25 05:27:40.009;00:03:15;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:28:26.289;2025/01/25 05:28:38.399;00:00:12;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:29:10.589;2025/01/25 05:29:29.730;00:00:19;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:30:00.963;2025/01/25 05:30:58.337;00:00:57;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:32:11.759;2025/01/25 05:32:41.878;00:00:30;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:33:12.052;2025/01/25 05:33:17.081;00:00:05;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:34:07.380;2025/01/25 05:34:27.506;00:00:20;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:35:13.769;2025/01/25 05:35:52.006;00:00:38;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:36:21.162;2025/01/25 05:36:28.210;00:00:07;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:37:16.473;2025/01/25 05:37:29.565;00:00:13;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:37:59.752;2025/01/25 05:38:03.767;00:00:04;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:38:33.955;2025/01/25 05:39:05.111;00:00:31;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:39:53.454;2025/01/25 05:39:54.455;00:00:01;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:40:59.875;2025/01/25 05:41:04.907;00:00:05;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:41:36.093;2025/01/25 05:43:41.878;00:02:05;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:44:12.022;2025/01/25 05:47:07.056;00:02:55;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:47:59.348;2025/01/25 05:50:44.338;00:02:44;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:51:32.627;2025/01/25 05:51:41.689;00:00:09;
Vila_Guanabara_1;VGU1-06;Aviso;541 Pressão da água do gerador baixa;;2025/01/25 05:52:11.881;2025/01/25 05:52:19.915;00:00:08;
